,source_url,test_name,grade,Logical Fallacy Types,sentence,canocalized_fallacy_types,fallacy_types
42346,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,CIRCULAR LOGIC,"""She is the best candidate for president because she is better than the other candidates!""",circular,circular
42735,https://quizizz.com/admin/quiz/5e66ec8210bf64001b1fa963/logical-fallacies,Logical Fallacies,8th - 10th grade,begging the claim,"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools.",circular,begging the claim
42873,https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies,Logical Fallacies,11th grade,Begging the Claim,The President said he will not allow disrespectful dissent.,circular,begging the claim
42880,https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies,Logical Fallacies,11th grade,Circular Argument,Andanar is unfit for the position because he seems unqualified for it.,circular,circular
42938,https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies,Logical Fallacies,12th - University grade,Circular Argument,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!""",circular,circular
42944,https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies,Logical Fallacies,12th - University grade,Begging the Claim,"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:",circular,begging the claim
42971,https://quizizz.com/admin/quiz/604934d7fe8205001fe46ba0/fallacies-quiz,Fallacies Quiz,11th grade,Circular reasoning,"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die.",circular,circular
42974,https://quizizz.com/admin/quiz/5acf4dab10b79500199e447d/fallacies-bias-quiz,Fallacies/Bias Quiz,11th grade,Circular Logic,You can't give me a C. I'm an A student.,circular,circular
42976,https://quizizz.com/admin/quiz/5acf4dab10b79500199e447d/fallacies-bias-quiz,Fallacies/Bias Quiz,11th grade,Circular Logic,Richardson is the most successful mayor the town has ever had because he's the best mayor of our history.,circular,circular
43120,https://quizizz.com/admin/quiz/5fab3cc677f31f001e81b694/appeals-and-fallacies-quiz,2.2 Appeals and Fallacies Quiz,10th grade,Circular reasoning,We know the virus started in a lab because it's too deadly to have just been the result of basic circumstance. But it hasn't been as deadly for China which proves that it's lab-made. Because it's deadly.,circular,circular
43303,https://quizizz.com/admin/quiz/606da344cc5eda001ba2e53c/fallacies-quiz,Fallacies Quiz,11th grade,circular reasoning,"I deserve to have a later curfew, so you should let me stay out until 10pm!",circular,circular
43321,https://quizizz.com/admin/quiz/601af49c678cb2001f54a78b/th-logical-fallacies,8th Logical Fallacies,8th grade,circular reasoning,Shakira is the best singer in the world because she is the most talented singer there is.,circular,circular
43328,https://quizizz.com/admin/quiz/601af49c678cb2001f54a78b/th-logical-fallacies,8th Logical Fallacies,8th grade,circular reasoning,"""Standardized dress should be used in schools because kids should wear standardized dress.""",circular,circular
44917,https://quizizz.com/admin/quiz/5e46e2e7e55b37001bcd76e9/logic-guide-quiz,Logic Guide Quiz,10th - 12th grade,Circular Reasoning,"The Bible is the Word of God because God tells us it is... in the Bible.

X is true because of Y.
Y is true because of X.",circular,circular
45387,https://quizizz.com/admin/quiz/5731e1589083bbd4869a4ad8/th-grade-ela-final-part-logic,7th Grade ELA Final Part 4 Logic,K - University grade,Begging the Question,Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only.,circular,begging the question
45486,https://quizizz.com/admin/quiz/5ff6684322c863001cb6a89a/persuasive-elements,Persuasive Elements,8th - 12th grade,Circular Reasoning,Everybody loves Raymond because he is so popular. Popular people are loved by everybody.,circular,circular
45497,https://quizizz.com/admin/quiz/5dba05d87438e2001aa5613a/fallacy-practice,Fallacy Practice,10th - 12th grade,circular reasoning,"""The Cardinals are the best football team because they're better than all the other teams. They're better than all the other teams because they're the best.""",circular,circular
45565,https://quizizz.com/admin/quiz/599efbff85c2391000f1bea7/argumentation,Argumentation,8th - University grade,begging the question,"""We need to fix our broken judicial system by electing new people.""
This logical fallacy is called...",circular,begging the question
45951,https://quizizz.com/admin/quiz/60256828df2b99001b05a4a9/persuasive-review,Persuasive Review,6th - 8th grade,Circular Reasoning,"The writer, speaker, or an ad supports a claim with restatements of the same claim. (The argument goes around and around in a circle)",circular,circular
45954,https://quizizz.com/admin/quiz/60256828df2b99001b05a4a9/persuasive-review,Persuasive Review,6th - 8th grade,Circular Reasoning,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",circular,circular
46279,https://quizizz.com/admin/quiz/5b2b2aa736a5270019a279ba/fallacy-quiz-part,"Fallacy Quiz, Part 2",University,circular argument,"""Once a year, a miracle causes this large rock to float about ten centimeters off the ground since supernatural powers want us to remember the martyrs who died in that spot.""",circular,circular
46395,https://quizizz.com/admin/quiz/5bf2ea52b04ea7001b5e9cd2/arugments-claim-and-fallacious-reasoning,"Arugments, Claim and Fallacious Reasoning",9th - 10th grade,Circular Reasoning Fallacy,The president of Honduras is a good leader because he is a leader of the country. This is an example of which common fallacy?,circular,circular
52016,https://quizizz.com/admin/quiz/5ac58cfd5e5c5f001a903c87/nonfiction-unit-review,Nonfiction Unit Review,6th - 8th grade,Circular reasoning,"""Running a marathon is very tiring because it is so exhausting.""",circular,circular
45792,https://quizizz.com/admin/quiz/601ab1436b68c3001b346fbc/logical-fallacy,Logical Fallacy,University,Red Herring,There is a lot of commotion regarding saving the environment. We cannot make this world an Eden. What will happen if it does become Eden? Adam and Eve got bored there!,red herring,red herring
43059,https://quizizz.com/admin/quiz/5f4fefa7bcecef001bc53df6/logical-fallacies,Logical Fallacies,10th grade,red herring,"Mother: It’s bedtime Jane Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?",red herring,red herring
43149,https://quizizz.com/admin/quiz/6013f8a0f50efb001ba7d0b4/logical-fallacies,Logical Fallacies,8th grade,red herring,"In order to really look at the problem of global warming, we must first consider how the homeless suffer when it is cold.",red herring,red herring
281,https://quizizz.com/admin/quiz/5d922913b68824001a751943/logical-fallacies,Logical Fallacies,11th grade,red herring,"""Yes, we have safety issues in our factory. But we work really hard to make a good product.""",red herring,red herring
1049,https://quizizz.com/admin/quiz/5ad4e7ecdc7f09001a7e8c79/logical-fallacies,Logical Fallacies,7th - 8th grade,Is this using a RED HERRING ( the use of a completely unrelated topic or idea as a distraction) ?,"Sure, we haven't given raises to our employees in more than ten years. However, we do pride ourselves on providing customer service in over seven different languages.",red herring,red herring
1328,https://quizizz.com/admin/quiz/5c890a34b355a3001d6addb9/logical-fallacies,Logical Fallacies,10th grade,Red Herring,"When your mom gets your phone bill and you have gone over the limit, you begin talking to her about how hard your math class is and how well you did on a test today.",red herring,red herring
43160,https://quizizz.com/admin/quiz/6013f8a0f50efb001ba7d0b4/logical-fallacies,Logical Fallacies,8th grade,red herring,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?
Ken: But what is morality exactly?
Mike: It’s a code of conduct shared by cultures.
Ken: But who creates this code?...",red herring,red herring
315,https://quizizz.com/admin/quiz/5f589da2cf5b97001b513da7/logical-fallacies-practice,"Logical Fallacies, practice",11th - 12th grade,Red herring,There is a global recession and more people are becoming hungry and desperate. Crimes of theft and robbery have been increasing at an alarming rate lately. The only way to solve this problem is by reinstating the death penalty,red herring,red herring
329,https://quizizz.com/admin/quiz/5eb2f7ab3b7a1c001e514aaf/logical-fallacies,Logical Fallacies,7th - 8th grade,Red herring,"If someone told you, ""Why should we be worrying about how the government treats Native people, when people in our city can't get a job?"" what logical fallacy are they using?",red herring,red herring
390,https://quizizz.com/admin/quiz/60871eab7d7eb8001bf0d82a/logical-fallacies,Logical Fallacies,8th grade,Red Herring,"Daughter: Mom, I want that doll!
Mom: Let's get home and I'll get you a popsicle!
Daughter: Ooh, popsicle!",red herring,red herring
540,https://quizizz.com/admin/quiz/60a683b792ce65001b5816bf/logical-fallacies,Logical Fallacies,11th - 12th grade,Red Herring,"Mother: It’s bedtime Jane

Jane: Mom, how do ants feed their babies?

Mother: Don’t know dear, close your eyes now.

Jane: But mama, do ant babies cry when they’re hungry?",red herring,red herring
644,https://quizizz.com/admin/quiz/5fc513ccc22a8c001b2c995b/logical-fallacies-more,Logical Fallacies & More,9th - 12th grade,Red Herring,"Because students do not do homework virtually when quarantined, we should get rid of all computers.",red herring,red herring
715,https://quizizz.com/admin/quiz/603c6c7e0364af001dd1cf89/logical-fallacies-etc,Logical Fallacies etc,10th grade,Red Herring,"“The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.”
“Surely global meltdown is infinitely worse than a little inconvenience?”",red herring,red herring
806,https://quizizz.com/admin/quiz/60a583dc64d8ad001bb5d3fd/logical-fallacies,Logical Fallacies,9th grade,Red Herring,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children.""",red herring,red herring
45913,https://quizizz.com/admin/quiz/5ba47346e4fc100019e0c6da/logical-fallacy-examples,Logical Fallacy examples,9th - 12th grade,Is this RED HERRING ( the use of a completely unrelated topic or idea) ?,"The number of off-leash dogs I've seen in Livingston is completely unacceptable. Let's make our streets safe again by addressing this dog problem, before our city becomes a haven for criminals.",red herring,red herring
1076,https://quizizz.com/admin/quiz/611c9107f90b18001fce0b1d/logical-fallacies,Logical Fallacies,10th grade,Red herring,"So many people are speaking up about animal rights, but what they should first focus on is human rights.",red herring,red herring
1092,https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies,Logical Fallacies,9th - 12th grade,red herring,This fallacy is a distraction from the argument typically with some sentiment that seems to be relevant but isn’t really on-topic.,red herring,red herring
